Brand,nama barang,kategori,harga,harga_int,user,varian,ukuran,date,review,rating,terbantu,label_sentimen,teks_slang1,teks_slang2,cleaned_text
910,nineten kiva,sepatu lari,Rp379.905,379905,Diah,,,April 2024,"Kemasannya rapih, sepatunya baguuuusss, seller sangat responsive, pengiriman cepaaaattt, tks yaaa",5,0,positif,"Kemasannya rapih, sepatunya baguuuusss, seller sangat responsive, pengiriman cepaaaattt, terima kasih yaaa","kemasannya rapih, sepatunya baguuuusss, seller sangat responsive, pengiriman cepaaaattt, terima kasih yaaa",kemasannya rapih sepatunya baguuss seller sangat responsive pengiriman cepaatt terima kasih yaa
910,nineten kiva,sepatu lari,Rp379.905,379905,Fandy,,,April 2024,"Pas bagian tumit masuk nya sempit bgt trus pas di copot sepatunya mlh gampang bgt, harus naik ukuran 1 dri biasanya",5,0,negatif,"Pas bagian tumit masuk nya sempit banget terus pas di copot sepatunya mlh gampang banget, harus naik ukuran 1 dari biasanya","pas bagian tumit masuk nya sempit banget terus pas di copot sepatunya mlh gampang banget, harus naik ukuran 1 dari biasanya",pas bagian tumit masuk nya sempit banget terus pas di copot sepatunya mlh gampang banget harus naik ukuran dari biasanya
910,nineten kiva,sepatu lari,Rp379.905,379905,Z***o,,,April 2024,"Produk ori buatan Indonesia, semoga awet seperti yg dahulu.. Cuma sayangnya ukuran fisik lebih kecil dari produk merek lain..",4,0,negatif,"Produk ori buatan Indonesia, semoga awet seperti yang dahulu.. Cuma sayangnya ukuran fisik lebih kecil dari produk merek lain..","produk ori buatan indonesia, semoga awet seperti yang dahulu.. cuma sayangnya ukuran fisik lebih kecil dari produk merek lain..",produk ori buatan indonesia semoga awet seperti yang dahulu cuma sayangnya ukuran fisik lebih kecil dari produk merek lain
910,nineten kiva,sepatu lari,Rp379.905,379905,C***s,,,April 2024,bahan dan kualitas ok.. ringan dan empuk sepatu nya..  baguss pelayanannya.. thx..,5,0,positif,bahan dan kualitas ok.. ringan dan empuk sepatu nya..  baguss pelayanannya.. thanks..,bahan dan kualitas ok.. ringan dan empuk sepatu nya..  baguss pelayanannya.. terima kasih..,bahan dan kualitas ok ringan dan empuk sepatu nya baguss pelayanannya terima kasih
910,nineten kiva,sepatu lari,Rp379.905,379905,Panji,,,April 2024,barang sih kelihatan bagus utk harga segitu.Tinggal tunggu awetnya aja. respon dan proses pengiriman sangat cepat.  Terimakasih.,4,0,netral,barang sih kelihatan bagus untuk harga segitu.Tinggal tunggu awetnya saja. respon dan proses pengiriman sangat cepat.  Terimakasih.,barang sih kelihatan bagus untuk harga segitu.tinggal tunggu awetnya saja. respon dan proses pengiriman sangat cepat.  terimakasih.,barang sih kelihatan bagus untuk harga segitu.tinggal tunggu awetnya saja respon dan proses pengiriman sangat cepat terimakasih
910,nineten kiva,sepatu lari,Rp379.905,379905,o***y,,,April 2024,"Respon cepat, barang sesuai dengan foto 👍🏼",5,0,positif,"Respon cepat, barang sesuai dengan foto 👍🏼","respon cepat, barang sesuai dengan foto 👍🏼",respon cepat barang sesuai dengan foto
910,nineten kiva,sepatu lari,Rp379.905,379905,Widi,,,April 2024,"sesuai dengan pesanan, respon cepat dari sellernya terima kasih",4,0,netral,"sesuai dengan pesanan, respon cepat dari sellernya terima kasih","sesuai dengan pesanan, respon cepat dari sellernya terima kasih",sesuai dengan pesanan respon cepat dari sellernya terima kasih
910,nineten kiva,sepatu lari,Rp379.905,379905,T***a,,,April 2024,"sspatunya ringan, simple modelnya...",5,0,positif,"sspatunya ringan, simple modelnya...","sspatunya ringan, simple modelnya...",sspatunya ringan simple modelnya
910,nineten kiva,sepatu lari,Rp379.905,379905,H***i,,,April 2024,"Barangnya bagus, hanya saja pengiriman agak lambat.",4,0,negatif,"Barangnya bagus, hanya saja pengiriman agak lambat.","barangnya bagus, hanya saja pengiriman agak lambat.",barangnya bagus hanya saja pengiriman agak lambat
910,nineten kiva,sepatu lari,Rp379.905,379905,Yuniar,,,April 2024,sepatu nya ok..cm deskripsi yg di tulis td sesuai dgn asli nya...di tulisnya hitam/ putih yg dtg hitam/abu..,4,0,negatif,sepatu nya ok..cuma deskripsi yang di tulis tadi sesuai dengan asli nya...di tulisnya hitam/ putih yang datang hitam/abu..,sepatu nya ok..cuma deskripsi yang di tulis tadi sesuai dengan asli nya...di tulisnya hitam/ putih yang datang hitam/abu..,sepatu nya ok cuma deskripsi yang di tulis tadi sesuai dengan asli nya di tulisnya hitam putih yang datang hitam abu
910,nineten kiva,sepatu lari,Rp379.905,379905,Arya,,,April 2024,bangga dengan produk lokal ditengah gempuran produk import yg harganya jutaan. #mendadakrunning,5,0,positif,bangga dengan produk lokal ditengah gempuran produk import yang harganya jutaan. #mendadakrunning,bangga dengan produk lokal ditengah gempuran produk import yang harganya jutaan. #mendadakrunning,bangga dengan produk lokal ditengah gempuran produk import yang harganya jutaan mendadakrunning
910,nineten kiva,sepatu lari,Rp379.905,379905,iman,,,April 2024,"ringan dan kuat, jahitan dan lem rapih",5,0,positif,"ringan dan kuat, jahitan dan lem rapih","ringan dan kuat, jahitan dan lem rapih",ringan dan kuat jahitan dan lem rapih
910,nineten kiva,sepatu lari,Rp379.905,379905,Zulkarnain,,,April 2024,"jahitan lepas, seperti sepatu reject saja..",1,1,negatif,"jahitan lepas, seperti sepatu reject saja..","jahitan lepas, seperti sepatu reject saja..",jahitan lepas seperti sepatu reject saja
910,nineten kiva,sepatu lari,Rp379.905,379905,Prabu,,,April 2024,official seller paling bonafid👍,5,0,positif,official seller paling bonafid👍,official seller paling bonafid👍,official seller paling bonafid
910,nineten kiva,sepatu lari,Rp379.905,379905,S***h,,,April 2024,"Kualitas sepatunya oke, sesuai dengan review dan saran dari temen, jujur saya tidak bisa berexpetasi lebih karena saya baru coba brand ini Tapi mau yang saya tekankan ada... ",5,0,netral,"Kualitas sepatunya oke, sesuai dengan review dan saran dari teman, jujur saya tidak bisa berexpetasi lebih karena saya baru coba brand ini Tapi mau yang saya tekankan ada... ","kualitas sepatunya oke, sesuai dengan review dan saran dari teman, jujur saya tidak bisa berexpetasi lebih karena saya baru coba brand ini tapi mau yang saya tekankan ada... ",kualitas sepatunya oke sesuai dengan review dan saran dari teman jujur saya tidak bisa berexpetasi lebih karena saya baru coba brand ini tapi mau yang saya tekankan ada
910,nineten kiva,sepatu lari,Rp379.905,379905,Fathan,,,April 2024,"Produk ori, pengiriman cepat, pada bagian atas tumit kanan sepertinya ada bagian yang kurang rapi sehingga saat dipakai aga sakit. Cuma semoga kafena kondisinya baru saja... ",5,0,negatif,"Produk ori, pengiriman cepat, pada bagian atas tumit kanan sepertinya ada bagian yang kurang rapi sehingga saat dipakai aga sakit. Cuma semoga kafena kondisinya baru saja... ","produk ori, pengiriman cepat, pada bagian atas tumit kanan sepertinya ada bagian yang kurang rapi sehingga saat dipakai aga sakit. cuma semoga kafena kondisinya baru saja... ",produk ori pengiriman cepat pada bagian atas tumit kanan sepertinya ada bagian yang kurang rapi sehingga saat dipakai aga sakit cuma semoga kafena kondisinya baru saja
910,nineten kiva,sepatu lari,Rp379.905,379905,Risco,,,April 2024,oke kuat baru pertama kali beli cuman agak kegedean mungkin aku yg salah ga perhatikan ukuran. build quality solid halus pengerjaan detail ndak ada cacat.,5,0,netral,oke kuat baru pertama kali beli Cuma agak kegedean mungkin aku yang salah tidak perhatikan ukuran. build quality solid halus pengerjaan detail tidak ada cacat.,oke kuat baru pertama kali beli cuma agak kegedean mungkin aku yang salah tidak perhatikan ukuran. build quality solid halus pengerjaan detail tidak ada cacat.,oke kuat baru pertama kali beli cuma agak kegedean mungkin aku yang salah tidak perhatikan ukuran build quality solid halus pengerjaan detail tidak ada cacat
910,nineten kiva,sepatu lari,Rp379.905,379905,Nurul,,,April 2024,"bagus, bahannya bagus dan kuat, bismillah tahan lama",5,0,positif,"bagus, bahannya bagus dan kuat, bismillah tahan lama","bagus, bahannya bagus dan kuat, bismillah tahan lama",bagus bahannya bagus dan kuat bismillah tahan lama
910,nineten kiva,sepatu lari,Rp379.905,379905,Rian,,,April 2024,"dapet flash sale murah bgd, sepatu simple, ringan, Elegant dan Enak dipakai Jalan & olahraga ringan-sedang.",5,0,positif,"dapat flash sale murah banget, sepatu simple, ringan, Elegant dan Enak dipakai Jalan & olahraga ringan-sedang.","dapat flash sale murah banget, sepatu simple, ringan, elegant dan enak dipakai jalan & olahraga ringan-sedang.",dapat flash sale murah banget sepatu simple ringan elegant dan enak dipakai jalan olahraga ringan-sedang
910,nineten kiva,sepatu lari,Rp379.905,379905,rafiq,,,April 2024,barang bagus seller responsif. cuma lama di expedisi,5,0,negatif,barang bagus seller responsif. cuma lama di expedisi,barang bagus seller responsif. cuma lama di expedisi,barang bagus seller responsif cuma lama di expedisi
910,nineten kiva,sepatu lari,Rp379.905,379905,Eddy,,,April 2024,"Harusnya oke ya, hanya panjangnya kurang sedikit padahal uda ikutin sepatu sendiri",4,0,negatif,"Harusnya oke iya, hanya panjangnya kurang sedikit padahal sudah ikutin sepatu sendiri","harusnya oke iya, hanya panjangnya kurang sedikit padahal sudah ikutin sepatu sendiri",harusnya oke iya hanya panjangnya kurang sedikit padahal sudah ikutin sepatu sendiri
910,nineten kiva,sepatu lari,Rp379.905,379905,Arif,,,April 2024,"barangnya bagus, ringan, harga juga terjangkau",5,0,positif,"barangnya bagus, ringan, harga juga terjangkau","barangnya bagus, ringan, harga juga terjangkau",barangnya bagus ringan harga juga terjangkau
910,nineten kiva,sepatu lari,Rp379.905,379905,E***n,,,April 2024,"bahannya bagus, barangnya sesuai dengan yang digambar",5,0,positif,"bahannya bagus, barangnya sesuai dengan yang digambar","bahannya bagus, barangnya sesuai dengan yang digambar",bahannya bagus barangnya sesuai dengan yang digambar
910,nineten kiva,sepatu lari,Rp379.905,379905,Mochammad,,,April 2024,bahannya seperti nya oke desain bagus semoga awet,5,0,netral,bahannya seperti nya oke desain bagus semoga awet,bahannya seperti nya oke desain bagus semoga awet,bahannya seperti nya oke desain bagus semoga awet
910,nineten kiva,sepatu lari,Rp379.905,379905,Billy,,,April 2024,"barangnya ok banget, cuma adminnya slow respond",4,0,negatif,"barangnya ok banget, cuma adminnya slow respond","barangnya ok banget, cuma adminnya slow respond",barangnya ok banget cuma adminnya slow respond
910,nineten kiva,sepatu lari,Rp379.905,379905,Novan,,,April 2024,"desain bagus, pas dikaki, cuma bagian insole kurang menyesuaikan bentuk telapak & airflow nya kurang sirkulasi jadi kaki gampang keringetan. jika dibanding dgn sepatu... ",3,0,negatif,"desain bagus, pas dikaki, cuma bagian insole kurang menyesuaikan bentuk telapak & airflow nya kurang sirkulasi jadi kaki gampang keringetan. jika dibanding dengan sepatu... ","desain bagus, pas dikaki, cuma bagian insole kurang menyesuaikan bentuk telapak & airflow nya kurang sirkulasi jadi kaki gampang keringetan. jika dibanding dengan sepatu... ",desain bagus pas dikaki cuma bagian insole kurang menyesuaikan bentuk telapak airflow nya kurang sirkulasi jadi kaki gampang keringetan jika dibanding dengan sepatu
910,nineten kiva,sepatu lari,Rp379.905,379905,Adi,,,April 2024,mantap respon cepat. barang dan warna sesuai diskripsi. dipakai juga mantap 😁👍,5,0,positif,mantap respon cepat. barang dan warna sesuai diskripsi. dipakai juga mantap 😁👍,mantap respon cepat. barang dan warna sesuai diskripsi. dipakai juga mantap 😁👍,mantap respon cepat barang dan warna sesuai diskripsi dipakai juga mantap
910,nineten kiva,sepatu lari,Rp379.905,379905,z***y,,,April 2024,alhamdulilah... sepatunya sampai dgn selamat... dan dipakai pas dikaki anak sy mantuulll,5,0,positif,alhamdulilah... sepatunya sampai dengan selamat... dan dipakai pas dikaki anak saya mantuulll,alhamdulilah... sepatunya sampai dengan selamat... dan dipakai pas dikaki anak saya mantuulll,alhamdulilah sepatunya sampai dengan selamat dan dipakai pas dikaki anak saya mantuull
910,nineten kiva,sepatu lari,Rp379.905,379905,Heni,,,April 2024,Harga Terjangkau 🤑 Modelnya keren 😎 Nyaman dipakai 👍belum dibuka paketnya krn masih di luar kota..hehe..yg sudah2 puas belanja di sini..,5,0,positif,Harga Terjangkau 🤑 Modelnya keren 😎 Nyaman dipakai 👍belum dibuka paketnya karena masih di luar kota..he..yang sudah2 puas belanja di sini..,harga terjangkau 🤑 modelnya keren 😎 nyaman dipakai 👍belum dibuka paketnya karena masih di luar kota..he..yang sudah2 puas belanja di sini..,harga terjangkau modelnya keren nyaman dipakai belum dibuka paketnya karena masih di luar kota he yang puas belanja di sini
910,nineten kiva,sepatu lari,Rp379.905,379905,D***a,,,April 2024,"sepatunya sesuai gambar bagus, Dan seperti review2 disini baiknya ambil 1 ukuran diatas ukuran sepatu Kita biasanya, kurangnya jasa pengiriman *nter*j* agak lama ngirimny... ",5,0,negatif,"sepatunya sesuai gambar bagus, Dan seperti review2 disini baiknya ambil 1 ukuran diatas ukuran sepatu Kita biasanya, kurangnya jasa pengiriman *nter*j* agak lama ngirimny... ","sepatunya sesuai gambar bagus, dan seperti review2 disini baiknya ambil 1 ukuran diatas ukuran sepatu kita biasanya, kurangnya jasa pengiriman *nter*j* agak lama ngirimny... ",sepatunya sesuai gambar bagus dan seperti disini baiknya ambil ukuran diatas ukuran sepatu kita biasanya kurangnya jasa pengiriman nter agak lama ngirimny
910,nineten kiva,sepatu lari,Rp379.905,379905,Albertus,,,April 2024,"Respon n pengiriman cpt, sesuai deskripsi. Trims",5,0,netral,"Respon dan pengiriman cpt, sesuai deskripsi. Trims","respon dan pengiriman cpt, sesuai deskripsi. terima kasih",respon dan pengiriman cpt sesuai deskripsi terima kasih
910,nineten kiva,sepatu lari,Rp379.905,379905,D***i,,,April 2024,"dicatatan kalau barang tidak sampai tanggal 10 desember 2022, jam 23.59, ongkir kembali. saya nungguin krn pagi ini sepatunya mau dipakai, makanya pakai ekspedisi neck da... ",4,0,negatif,"dicatatan kalau barang tidak sampai tanggal 10 desember 2022, jam 23.59, ongkos kirim kembali. saya nungguin karena pagi ini sepatunya mau dipakai, makanya pakai ekspedisi neck da... ","dicatatan kalau barang tidak sampai tanggal 10 desember 2022, jam 23.59, ongkos kirim kembali. saya nungguin karena pagi ini sepatunya mau dipakai, makanya pakai ekspedisi neck da... ",dicatatan kalau barang tidak sampai tanggal desember jam ongkos kirim kembali saya nungguin karena pagi ini sepatunya mau dipakai makanya pakai ekspedisi neck da
910,nineten kiva,sepatu lari,Rp379.905,379905,Baba,,,April 2024,ok..barang bagus...👍👍👍👍👍,5,0,positif,ok..barang bagus...👍👍👍👍👍,ok..barang bagus...👍👍👍👍👍,ok barang bagus
910,nineten kiva,sepatu lari,Rp379.905,379905,Suhardi,,,April 2024,modek kece. pengiriman cepat. semoga awet,5,0,netral,modek kece. pengiriman cepat. semoga awet,modek kece. pengiriman cepat. semoga awet,modek kece pengiriman cepat semoga awet
910,nineten kiva,sepatu lari,Rp379.905,379905,M***M,,,April 2024,KERENNNN INIIII!!!!,5,0,positif,KERENNNN INIIII!!!!,kerennnn iniiii!!!!,kerenn inii 
910,nineten kiva,sepatu lari,Rp379.905,379905,Iwan,,,April 2024,bisa di tingkatkan kwalitas bagian QCnya,4,0,negatif,bisa di tingkatkan kwalitas bagian QCnya,bisa di tingkatkan kwalitas bagian qcnya,bisa di tingkatkan kwalitas bagian qcnya
910,nineten kiva,sepatu lari,Rp379.905,379905,Masagus,,,April 2024,"sepatunya enak, ringan",4,0,positif,"sepatunya enak, ringan","sepatunya enak, ringan",sepatunya enak ringan
910,nineten kiva,sepatu lari,Rp379.905,379905,Immanuel,,,April 2024,"pas, adem dipakenya, sol bawah tebal",5,0,positif,"pas, adem dipakenya, sol bawah tebal","pas, adem dipakenya, sol bawah tebal",pas adem dipakenya sol bawah tebal
910,nineten kiva,sepatu lari,Rp379.905,379905,F***F,,,April 2024,"Pelayanan buruk. Konfirm stok katanya ready, lalu saya pesan, diproses penjual, sampai penjual sdh input resi dan menunggu kurir, baru diinfokan stok kosong dan menawarka... ",1,1,negatif,"Pelayanan buruk. Konfirm stok katanya ready, lalu saya pesan, diproses penjual, sampai penjual sudah input resi dan menunggu kurir, baru diinfokan stok kosong dan menawarka... ","pelayanan buruk. konfirm stok katanya ready, lalu saya pesan, diproses penjual, sampai penjual sudah input resi dan menunggu kurir, baru diinfokan stok kosong dan menawarka... ",pelayanan buruk konfirm stok katanya ready lalu saya pesan diproses penjual sampai penjual sudah input resi dan menunggu kurir baru diinfokan stok kosong dan menawarka
910,nineten kiva,sepatu lari,Rp379.905,379905,E***n,,,April 2024,"Bahan 3/5 Kirim warna salah bagian sol bawahnya. pesan Putih, ke kirim abu abu. bintang yg saya kirim untuk koreksi ke kalian agar lebih teliti.",2,0,negatif,"Bahan 3/5 Kirim warna salah bagian sol bawahnya. pesan Putih, kah kirim abu abu. bintang yang saya kirim untuk koreksi kah kalian agar lebih teliti.","bahan 3/5 kirim warna salah bagian sol bawahnya. pesan putih, kah kirim abu abu. bintang yang saya kirim untuk koreksi kah kalian agar lebih teliti.",bahan kirim warna salah bagian sol bawahnya pesan putih kah kirim abu abu bintang yang saya kirim untuk koreksi kah kalian agar lebih teliti
910,nineten kiva,sepatu lari,Rp379.905,379905,Musa,,,April 2024,okeeyyy kualitas nya bagus,5,0,positif,okeeyyy kualitas nya bagus,okeeyyy kualitas nya bagus,okeeyy kualitas nya bagus
910,nineten kiva,sepatu lari,Rp379.905,379905,a***l,,,April 2024,kualitas mantap,5,0,positif,kualitas mantap,kualitas mantap,kualitas mantap
910,nineten kiva,sepatu lari,Rp379.905,379905,d***a,,,April 2024,barangnya bagus....jaya sllu seller,5,0,positif,barangnya bagus....jaya selalu seller,barangnya bagus....jaya selalu seller,barangnya bagus jaya selalu seller
910,nineten kiva,sepatu lari,Rp379.905,379905,david,,,April 2024,lamanya pengiriman.admin gak kontrol..,5,0,negatif,lamanya pengiriman.admin tidak kontrol..,lamanya pengiriman.admin tidak kontrol..,lamanya pengiriman.admin tidak kontrol
910,nineten kiva,sepatu lari,Rp379.905,379905,Siska,,,April 2024,pengiriman sangat cepat,5,0,netral,pengiriman sangat cepat,pengiriman sangat cepat,pengiriman sangat cepat
910,nineten kiva,sepatu lari,Rp379.905,379905,Shanty,,,April 2024,bagus sepatunya,5,0,positif,bagus sepatunya,bagus sepatunya,bagus sepatunya
910,nineten kiva,sepatu lari,Rp379.905,379905,D***y,,,April 2024,Solid dan nyaman dipakai,5,0,positif,Solid dan nyaman dipakai,solid dan nyaman dipakai,solid dan nyaman dipakai
910,nineten kiva,sepatu lari,Rp379.905,379905,setio,,,April 2024,ringan dan nyaman,5,0,positif,ringan dan nyaman,ringan dan nyaman,ringan dan nyaman
910,nineten kiva,sepatu lari,Rp379.905,379905,Rudy,,,April 2024,so good,5,0,positif,so bagus,so bagus,so bagus
910,nineten kiva,sepatu lari,Rp379.905,379905,Yudi,,,April 2024,lumayanlah sesuai harga,4,0,netral,lumayanlah sesuai harga,lumayanlah sesuai harga,lumayanlah sesuai harga
910,nineten kiva,sepatu lari,Rp379.905,379905,Risyad,,,April 2024,toppp,5,0,positif,toppp,toppp,topp
910,nineten kiva,sepatu lari,Rp379.905,379905,honest,,,April 2024,sesuai dengan di foto,5,0,netral,sesuai dengan di foto,sesuai dengan di foto,sesuai dengan di foto
910,nineten kiva,sepatu lari,Rp379.905,379905,A***g,,,April 2024,bagus empuk dan recomended,5,0,positif,bagus empuk dan recomended,bagus empuk dan recomended,bagus empuk dan recomended
910,nineten kiva,sepatu lari,Rp379.905,379905,Mamang,,,April 2024,mantab,5,0,positif,mantab,mantab,mantab
910,nineten kiva,sepatu lari,Rp379.905,379905,Mustofa,,,April 2024,,5,0,netral,,,
910,nineten kiva,sepatu lari,Rp379.905,379905,I***d,,,April 2024,,5,0,netral,,,
910,nineten kiva,sepatu lari,Rp379.905,379905,Andhika,,,April 2024,mantaff boss,5,0,positif,mantaff boss,mantaff boss,mantaff boss
910,nineten kiva,sepatu lari,Rp379.905,379905,Insan,,,April 2024,"mantappp, enteng sepatunya",5,0,positif,"mantappp, enteng sepatunya","mantappp, enteng sepatunya",mantapp enteng sepatunya
910,nineten kiva,sepatu lari,Rp379.905,379905,W***i,,,April 2024,siiip lahh,5,0,positif,siiip lahh,siiip lahh,siip lahh
910,nineten kiva,sepatu lari,Rp379.905,379905,black,,,April 2024,bagus sesuai harga.. mantab..,5,0,positif,bagus sesuai harga.. mantab..,bagus sesuai harga.. mantab..,bagus sesuai harga mantab
910,nineten kiva,sepatu lari,Rp379.905,379905,buyung,,,April 2024,kerreen,5,0,positif,kerreen,kerreen,kerreen
910,nineten kiva,sepatu lari,Rp379.905,379905,Anon,,,April 2024,Mantap,5,0,positif,Mantap,mantap,mantap
910,nineten kiva,sepatu lari,Rp379.905,379905,A***e,,,April 2024,Ntappss,5,0,netral,Ntappss,ntappss,ntappss
910,nineten kiva,sepatu lari,Rp379.905,379905,Ardan,,,April 2024,keren,5,0,positif,keren,keren,keren
910,nineten kiva,sepatu lari,Rp379.905,379905,zaky,,,April 2024,keren,5,0,positif,keren,keren,keren
910,nineten kiva,sepatu lari,Rp379.905,379905,Yudhistira,,,April 2024,👍,5,0,netral,👍,👍,
910,nineten kiva,sepatu lari,Rp379.905,379905,T***i,,,April 2024,thanks. sdh diterima dgn baik,5,0,netral,terima kasih. sudah diterima dengan baik,terima kasih. sudah diterima dengan baik,terima kasih sudah diterima dengan baik
910,nineten kiva,sepatu lari,Rp379.905,379905,Sulistio,,,April 2024,barang hilang sama kurir,1,0,negatif,barang hilang sama kurir,barang hilang sama kurir,barang hilang sama kurir
910,nineten kiva,sepatu lari,Rp379.905,379905,D***g,,,April 2024,MANTAAAAAAAAPPPPPP!!!!!,5,0,positif,MANTAAAAAAAAPPPPPP!!!!!,mantaaaaaaaapppppp!!!!!,mantaapp 
910,nineten kiva,sepatu lari,Rp379.905,379905,Arif,,,April 2024,,5,0,netral,,,
910,nineten kiva,sepatu lari,Rp379.905,379905,ID,,,April 2024,,5,0,netral,,,
910,nineten kiva,sepatu lari,Rp379.905,379905,N***n,,,April 2024,"mantul...barang seeuai pesanan, qualitas mantap lebihnya biar bintang yang bicara.",5,0,positif,"mantul...barang seeuai pesanan, qualitas mantap lebihnya biar bintang yang bicara.","mantul...barang seeuai pesanan, qualitas mantap lebihnya biar bintang yang bicara.",mantul barang seeuai pesanan qualitas mantap lebihnya biar bintang yang bicara
910,nineten kiva,sepatu lari,Rp379.905,379905,u***i,,,April 2024,Ukuran Sesuai Deskripsi. Modelnya keren!. Sepatu Nyaman 👟. Packing aman 👍.,5,0,positif,Ukuran Sesuai Deskripsi. Modelnya keren!. Sepatu Nyaman 👟. Packing aman 👍.,ukuran sesuai deskripsi. modelnya keren!. sepatu nyaman 👟. packing aman 👍.,ukuran sesuai deskripsi modelnya keren sepatu nyaman packing aman
910,nineten kiva,sepatu lari,Rp379.905,379905,Kemal,,,April 2024,"sepatu nya mewah, anak saya suka sekali",5,0,positif,"sepatu nya mewah, anak saya suka sekali","sepatu nya mewah, anak saya suka sekali",sepatu nya mewah anak saya suka sekali
910,nineten kiva,sepatu lari,Rp379.905,379905,R***t,,,April 2024,barang dan kualitas terbaik nyaman dipakai,5,0,positif,barang dan kualitas terbaik nyaman dipakai,barang dan kualitas terbaik nyaman dipakai,barang dan kualitas terbaik nyaman dipakai
910,nineten kiva,sepatu lari,Rp379.905,379905,R***R,,,April 2024,Alhamdulillah sepatu nya sesuai dengan keinginan terimakasih banyak kak,5,0,positif,Alhamdulillah sepatu nya sesuai dengan keinginan terimakasih banyak kak,alhamdulillah sepatu nya sesuai dengan keinginan terimakasih banyak kak,alhamdulillah sepatu nya sesuai dengan keinginan terimakasih banyak kak
910,nineten kiva,sepatu lari,Rp379.905,379905,Berubah,,,April 2024,"Ini asli... Aku seneng banget. Awalnya beli ukuran 44,tapi kebesaran.. Syukurnya bisa ditukar. Mana ada fitur gratis dijemput tokopedia, jadinya cuma nanggung ongkir dari... ",5,0,negatif,"Ini asli... Aku seneng banget. Awalnya beli ukuran 44,tapi kebesaran.. Syukurnya bisa ditukar. Mana ada fitur gratis dijemput tokopedia, jadinya cuma nanggung ongkos kirim dari... ","ini asli... aku seneng banget. awalnya beli ukuran 44,tapi kebesaran.. syukurnya bisa ditukar. mana ada fitur gratis dijemput tokopedia, jadinya cuma nanggung ongkos kirim dari... ",ini asli aku seneng banget awalnya beli ukuran tapi kebesaran syukurnya bisa ditukar mana ada fitur gratis dijemput tokopedia jadinya cuma nanggung ongkos kirim dari
910,nineten kiva,sepatu lari,Rp379.905,379905,Kindara,,,April 2024,"produknya keren, dengan harga yg terjangkau... sangat worth it....",5,0,positif,"produknya keren, dengan harga yang terjangkau... sangat worth it....","produknya keren, dengan harga yang terjangkau... sangat worth it....",produknya keren dengan harga yang terjangkau sangat worth it
910,nineten kiva,sepatu lari,Rp379.905,379905,Ripay,,,April 2024,Ukuran Sesuai Deskripsi. Modelnya keren!. Packing aman 👍. Sepatu Nyaman 👟.,5,0,positif,Ukuran Sesuai Deskripsi. Modelnya keren!. Packing aman 👍. Sepatu Nyaman 👟.,ukuran sesuai deskripsi. modelnya keren!. packing aman 👍. sepatu nyaman 👟.,ukuran sesuai deskripsi modelnya keren packing aman sepatu nyaman
910,nineten kiva,sepatu lari,Rp379.905,379905,Asep,,,April 2024,"Barang Original, sesuai deskripsi 👍",5,0,positif,"Barang Original, sesuai deskripsi 👍","barang original, sesuai deskripsi 👍",barang original sesuai deskripsi
910,nineten kiva,sepatu lari,Rp379.905,379905,Samsul,,,April 2024,mantap puass..thx,5,0,positif,mantap puass..thanks,mantap puass..terima kasih,mantap puass terima kasih
910,nineten kiva,sepatu lari,Rp379.905,379905,Jemy,,,April 2024,dipakainya enak..bawah karet bukan y? ngeri cepet ancur bawah. semoga awet,5,0,negatif,dipakainya enak..bawah karet bukan iya? seram cepat hancur bawah. semoga awet,dipakainya enak..bawah karet bukan iya? seram cepat hancur bawah. semoga awet,dipakainya enak bawah karet bukan iya seram cepat hancur bawah semoga awet
910,nineten kiva,sepatu lari,Rp379.905,379905,T***n,,,April 2024,barang nya okeh,5,0,positif,barang nya okeh,barang nya okeh,barang nya okeh
910,nineten kiva,sepatu lari,Rp379.905,379905,Adi,,,April 2024,"responsif walaupun terhadap keluhan, kualitas barang sesuai foto dan harga, rapi, kuat, semoga awet",5,0,positif,"responsif walaupun terhadap keluhan, kualitas barang sesuai foto dan harga, rapi, kuat, semoga awet","responsif walaupun terhadap keluhan, kualitas barang sesuai foto dan harga, rapi, kuat, semoga awet",responsif walaupun terhadap keluhan kualitas barang sesuai foto dan harga rapi kuat semoga awet
910,nineten kiva,sepatu lari,Rp379.905,379905,Budi,,,April 2024,sudah jd langganan dan tidak pernah mengecewakan. baik pelayanan maupun kualitas barang,5,0,positif,sudah jadi langganan dan tidak pernah mengecewakan. baik pelayanan maupun kualitas barang,sudah jadi langganan dan tidak pernah mengecewakan. baik pelayanan maupun kualitas barang,sudah jadi langganan dan tidak pernah mengecewakan baik pelayanan maupun kualitas barang
910,nineten kiva,sepatu lari,Rp379.905,379905,dedi,,,April 2024,puas sesuai harapan walaupaun agak telat,5,0,netral,puas sesuai harapan walaupaun agak terlambat,puas sesuai harapan walaupaun agak terlambat,puas sesuai harapan walaupaun agak terlambat
910,nineten kiva,sepatu lari,Rp379.905,379905,Alhusna,,,April 2024,hmm yaa,4,0,netral,hmm yaa,hmm yaa,hmm yaa
