Brand,nama barang,kategori,harga,harga_int,user,varian,ukuran,date,review,rating,terbantu,label_sentimen
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,ð****,,,Jul-24,"Barang bagus, intinya bagus lah sesuai dengan ekspektasi 👍",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Barangnya bagus sesuai digambar pokoknya tidak kecewa dengan barang ini terimah kasih banyak kami percaya dengan toko ini semoga amanah,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,N***y,,,Jul-24,"Yuk indopride, lokalan bisa yuk.. Tingkatkan lagi kualitas produk & qc nya 910",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,B***y,,,Jul-24,"packing rapih, sepatu enteng dan pas uk nya....semoga awet",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,F***h,,,Jul-24,"lemnya kemana2, mau dijadikan kado tapi malah sedikit kelihatan kureng aja",3,2,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***D,,,Jul-24,Sepatuu nyaaa bagus banget min berkali kali beli tetap hasilnya sangat memuaskan👍👍👍👍👍,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,k***4,,,Jul-24,barang sampai dengan aman pokok nya the best deh produk dari nineteen,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***O,,,Jul-24,"Admin nya fast response, dan pengirimannya cuma 1 hari (padahal pake free ongkir😁), dan untuk barangnya cakep, outsole nya termasuk empuk.  Tapi sedikit masukan, untuk l... ",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Sepatunnya ringan tp syg cat sama lemnnya gg rapih. Gg dpt kaos kaki jg padahal beli 2 pasang dn sdh di note,4,1,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Oct-24,Kok tidak dapat kaos kaki? Babolrap jg sd terbuka,4,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T****,,,Jul-24,"Untuk harga 400 rb an, rasa dikaki seperti MELAYANG ABANGKU !  Enak banget di kaki, bouncy dan fit untuk kaki lebar.   Catatan : Di tiktok live dikasih tau yang size read... ",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Nyoman,,,Jul-24,"Sepatu nya oke,,,packing aman,,pengiriman cepat sesuai deskripsi",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Yusuf,,,Jul-24,"Sepatunya keren, tapi lidah sepatunya feels cheap. But overall is good.",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,l***x,,,Jul-24,"Packing rapi,bagus tapi g dapet kaos kakinya😔",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,m***d,,,Jul-24,"enakk, admin tokped nya mantap pelayanan nya. Mungkin yg pertama beli 910 perlu downsize 1 dari brand lain",5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,3****,,,Jul-24,Barang sangat sesuai dengan harapan mantap🔥🔥🔥🔥,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,P***B,,,Jul-24,"Kok tidak ada bonus kaos kaki, katanya free kaos kaki",3,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Rheza,,,Jul-24,"Tested and i am pretty sure gave 5 out 5 for this shoes!  OUTSTANDING considering the prices are below 1 mil rupiah..  gile lah mantaps bgt ini sepatu, mungkin kalo saya... ",5,1,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,i***e,,,Aug-24,"Sepatunya sudah sampai alhamdulilah, bagus banget sesuai expektasi pacar aku. Makasih ya seller maaf cerewet tanya terus sepatunya dimana.",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,"Ahhh sukak, solnya empuk, yg pntg nyaman dikaki, color keceh, seller amanah n alhamdulillah sampai ke tangan dgn packingan yg aman n rapih. Tx u, next repeat order lgi 🙏",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,à****,,,Jul-24,"Empuk,bagus, ganteng cocok buat easy Run atau shuttle run, yang bikin Kecewa pass Checkout di live kata nya gratis kaos kaki, pass datang ga dapet :(, kecewa sih tapi unt... ",3,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,f***i,,,Jul-24,bagus sekali,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Gatot,,,Jul-24,"Nyaman dipake, pas sama kakinya",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,"Luas biasaa, super empukk. Cocok untuk long run. Terbaiklahhh",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,B***u,,,Jul-24,"Bagus banget sepatunya, tapi lama sampenya.. baru x ini paketanku 8 hari baru sampe..",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,x***s,,,Jul-24,Keren pol dahh. Original trusted.,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***y,,,Mar-25,"Barang bagus, adminnya ramah dan fast respon",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,mhd,,,Jul-24,semuanya Ok.,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,j***i,,,Jul-24,"Kualitasnya mantep, sedikit saran bonus tambahin dikit seperti tali sepatu",4,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,ð***¥,,,Sep-24,"Minusnya dri produk 910 adl,yg sudah bnyak konsumen keluhkan yaitu kerapian finising,perekat alias lem yg kurang rapi.",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Triyoga,,,Jul-24,Modelnya keren! Sepatu Nyaman 👟 Ukuran Sesuai Deskripsi Packing aman 👍,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***i,,,Jul-25,"mantap barang tidak mengecewakan, seller amanah",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,k***5,,,Jul-24,"Sepatunya empum banget, riang lgi, rekomended buat dibeli",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***i,,,Jul-24,Katanya dapet kaos kaki ko aku gk dapet🙂,4,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***a,,,Jul-24,Mantap banget kualitas sesuai harapan,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,cocok dan bagus banget,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,efi,,,Jul-24,enteng dan nyaman banget dipakai,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,L***S,,,Sep-24,Barangnya bagus dan pekinganya jga bagus,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Muhamad,,,Jul-24,Terimakasih gan barang sudah saya terima 👍🏻👍🏻👍🏻,5,2,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Mantap moga awet nanti dlm pemakaian ny,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Boy,,,Jul-24,mantap dan sangat empuk,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,I****,,,Jul-24,"Biarkan bintang yg berbicara, kerennn 👍👍👍",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,barang ssuai,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,a****,,,Jul-24,Sedih banget gak ada kaos kakinya,3,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,B***i,,,Jul-24,Cukup bagus..sol-nya empuk..👍,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,r***y,,,Jul-24,sepatunya mntap👍👍 bintang yg berbicara.,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Gilang,,,Aug-24,mantapp,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Sandi,,,Jul-24,mantaap kereeenn,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,C***q,,,Jul-25,Gokil,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***k,,,Aug-24,Mantap,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,B***U,,,Jul-24,Mantap bang,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***n,,,Jul-24,Kerenn beli sepatu ini buat ayah saya👍👍,4,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Mantaaaap puas pokonya,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,"Ada lecet,",1,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***y,,,Jul-24,mantap barang sesuai,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***9,,,Jul-24,Muantab kaliiii.. sesuai pesanan . Semoga cukup 😂😂😂,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***a,,,Oct-24,Barang bagus,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A****,,,Jul-24,Barang bagus,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,E****,,,Nov-24,Mantap banget ka,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,C***t,,,Jul-25,Sesuai pesanan,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,f***g,,,Jul-24,Bagus,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,*****,,,Jul-24,bagus bangettt,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,decal,,,Jul-24,awesome,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,S***p,,,Aug-24,Bagusss,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,lamaa pengiriman nya,2,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Q***k,,,Jul-24,Keren,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,P***s,,,Jul-24,"Gila! Badas banget. Pertama kali beli di 910 langsung demen. Auto beli seri lain sih, serius.   Seri ini ringan, sayangnya bawahnya putih. Jadi, gampang kotor. Next time... ",5,1,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,d***2,,,Oct-24,"Barang dan ukurannya sesuai dengan pesanan,ukuran pas dikaki dan nyaman dipakai saat lari Terimakasih",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,N***t,,,Sep-24,Baguuussssss Ringan banget dipake lari Ukurannya pas banget di kaki (dg kaos kaki tentunya) Keren kerenn Semoga awett,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,C***n,,,Jul-24,barang bagus cuma bgung aja pas awal dibuka sol sudah kotor seperti display yg udh dicoba. barang ada cacat sedikit sih tapi overall bagus,5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,arfi,,,Sep-24,"barang bagus, ukuran sesuai, nyaman dipakai, hanya lama ngirimnya... overall bagus👍🏼👍🏼",5,1,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Edi,,,Jul-24,"Barang sesuai diskrepsi gambar yang dijual, keren n top habis, terbungkus rapi, pengiriman cepat Ukuran Sesuai Deskripsi Packing aman 👍 Sepatu Nyaman 👟 Modelnya keren!",5,3,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,I***e,,,Nov-24,Bentuk dan ukuran: Pas enak di pakai Aroma: Wangi Daya tahan pakai: Semoga awet sih Warna: Keren,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***U,,,Oct-24,pas di kaki pengirimannya cepat kuriinya ramah 👍👍,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,6****,,,Jul-24,Barang nyaman enak banget kualitas bermutu jadi pengen beli lagi,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,J***y,,,Jul-24,"ukuran warna dan model sesuai nyaman dipakenya, tidak selip pas lari. langsung pake barang sampe tanpa menunda terbaik memang 910 ini",5,1,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,"barang mendarat dengan aman tanpa lecet sekalipun,next bakal beli di sini lagi",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,F***r,,,Sep-24,"Beli karena suka desainnya yang agresif. Saya ambil ukuran yang true to size 44 karena saya biasanya pakai ukuran 44 itu, dan pas di kaki saya. solnya empuk tidak bikin k... ",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Ranto,,,Jul-24,"kualitas mantap,,, ukuran pas,,,ngan dipakai",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,a****,,,Nov-24,barang 100% orii dijamin ga kecewa beli di official store mahh,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***a,,,Jul-24,"Lumayan keren sih sepatunya,walau pengirimannya agak lama.Sebenarnya mau pesan HAZE PRO cuman size 43nya kosong 😔.",5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Dec-24,Shape and size: Oke banget dah Color: Cakep banget dah,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,muhammad,,,Oct-24,kualitasnya mantappp!! cocok untuk running santai,5,2,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Teguh,,,Jul-25,"Barang sudah sampai, Maaf kalo telat review Sudah dicoba dan nyaman rasanya.",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Suryanata,,,Sep-24,"Mantap,meskipun pengiriman agak lama,semoga lebih baik lagi",5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,y***i,,,Oct-24,Kereeen bangeeet nyamaaan jg mau beli lagi denga. Model yg lain,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,*****,,,Sep-24,Mantulllllll cucok brand lokal tp Ok cepet lagi smpai,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,N***a,,,Nov-24,"Banrang ori, seller amanah. Bahan bagus nyaman untuk lari.",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Oliver,,,Jul-24,"sepatu nyaman dipakai, solnya empuk, desain n warna juga bagus.. kualitas tdk kalah sama sepatu lari merk luar.. recommended",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Faizal,,,Jul-24,Kebesaran sedikit.. Harusnya belinya sesuai ukuran biasanya. kmrin naik 1 size karna beberapa sepatu nya banyak yg komen kekecilan harus naik 1-2 size. tapi untuk tipe in... ,5,1,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***z,,,Jul-24,gokill broo empuk parah enteng lagi bagian bawah ga nyesel beli dah,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***S,,,Oct-24,"Barang sdh nyampe lgsg di pake running, keren, enak, nyaman dan pas di pake, bahan nya jg empuk, next order disini lg, terima kasih. Bentuk dan ukuran: Pas Aroma: Baru Da... ",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Purnawan,,,Jul-24,"enak buat ringan. kualitas luar negri, harga dalam. negri",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,s***s,,,Jul-24,Toko ini aman dan recommended. BRG dtg sesuai pesanan. Harga sesuai dengan kualitas. Terima kasih,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Nurdin,,,Dec-24,Mantaf gan recommend dah pokoknya siap dgunakan,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Alvin,,,Jul-25,ternyata buatan lokal ok juga ya sukses lah buat kalian,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,I***c,,,Jun-25,Nice Nyaman,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,HARIENDER,,,Jul-24,luar biasa euy. admin ngasih rekomendasi sesuai yang aku perlukan,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Mantap empuk banget di kaki,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,J***o,,,Jul-24,Sepatunya sangat amat luarbiasa keren dn nyaman kali,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,m***3,,,Nov-24,Bentuk dan ukuran: Pas sama kaki,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,nuria,,,Jul-24,"lemnya ada yg kurang rapi, tapi ok 🫰",4,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Manumpak,,,Jul-24,"Mantap, enak dipakai buat lari..",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,J***a,,,Jul-24,Mantap banget original,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Yoel,,,Jul-24,bagus dan nyaman,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,S***n,,,Nov-24,"Mantap sepatu, keren,semoga makin maju..",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,M***L,,,Jul-24,bagusss!,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,s***a,,,Jul-24,Sesuai ekspektasi 👍,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,F***h,,,Jul-24,Bguss sekali,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,*****,,,Jul-24,;),5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***k,,,Sep-24,Bagus,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***y,,,Jul-24,Bagus,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***s,,,Jul-24,Bagus,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,K***i,,,Sep-24,Tidak mengecewakan,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Sep-24,Oke,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,n***7,,,Jul-24,Sangat bagusss,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,.***s,,,Aug-24,Mantap,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,r***a,,,Jan-25,Good,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***a,,,Aug-24,Good,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***i,,,Jul-24,Good,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***G,,,Jul-24,Pokonamah mantep,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,V***n,,,Nov-24,Keren,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,m***a,,,Jul-24,Keren,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Oct-24,Sip amanah alhamdulillah,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,E***m,,,Nov-24,Bagussssss sekalai,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,b***n,,,Jul-24,Niceee,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,d***b,,,Jul-24,Sip,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,i***,,,Aug-24,👍🏻,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,W***y,,,Sep-24,"New Gear,,New Target 🔥🔥🔥 Produk Lokal Terbaik sih ini kalo kata aku🔥🔥 Shape and size: Size 44 utk kaki 27.5 di aku sih pas banget Scent: Aroma sepatu baru Wearabilit... ",5,1,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***y,,,Oct-24,Bentuk dan ukuran: Pas di kaki beda dgn hiroshi yg ini pas bnget Daya tahan pakai: Kayaknya kuat deh mudah2an tahan lama Warna: Maunya warna lain tapi yg ada cuma ini unt... ,5,1,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,d***y,,,Jul-24,"barang bagus. pengiriman cepet cuma 2 hari gada yang lecet, saran diperbanyak pelindung supaya kardus tidak rusak",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Y***a,,,Nov-24,"Bagus si cuma saya dapetnya lemnya kurang rapih + kotor,saran bg sebelum dikirim dicek lagi dan lebih hati hati lagi,terima kasih",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,ð***§,,,Jul-24,"Sepatu nya bagus , ga berat juga , nyaman , TAPI SYA CEK OUT DI LIVE KATANYA DAPET GRATIS KAOS KAKI , tapi buktinya g ada wkwk di boongin pdhl udah berharap dpt kaos kaki... ",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Yosuadennys,,,Jul-24,Mantap sepatunya empuk sih ini. Pas kok buat lari” tipis,5,2,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,k***2,,,Oct-24,Pengiriman sangat cpt Kurir ramah sekali Sangat membantu Produk sesuai dgn gmbar Kemasan dpacking dgn sangat aman dan rapi Bentuk dan ukuran: Ok Daya tahan pakai: Ok Warn... ,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,a***a,,,Dec-24,"bagus, tapi ternyata gak perlu d upsize untuk ukuran kaki ku..",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Enricco,,,Jul-24,"enteng banget, size sangat pas untuk kaki (27,5cm/43) respon seller juga cepat, semoga awet",5,1,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Fauzanismee,,,Oct-24,barang sesuai dengan pesanan. ukuran dan warna juga sesuai. sangat ringan dipakai lari,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,W***d,,,Nov-24,"Uihh enak bet, lemnya bagus.. tapi pengirimannya agak lama sih.. tapi bagus lah",4,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A****,,,Jul-24,Sepatunya mantaap cocok bgt dipake utk olhraga lari.. terima kasih,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,F***i,,,Jul-24,Pertama kali beli sepatu lari ternyata 910 bagus bgt empuk pertama kali nyobain langsung sukaa bgt🤙🏼,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***n,,,Jul-24,"Sudah di terima dengan kondisi baik, sesuai dengan pesanan",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,E***i,,,Jul-24,"kaget sih sekelas official store packing nya gini doang 😭, di kira bakal dapet bonus kaos kaki tapi nope, 🙃",3,1,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,M***a,,,Jul-24,"Mantap, tapi ada yang lecet sedikit",5,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***k,,,Jul-24,Bagus barangnya + bonus kaos kaki nyaman,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Y***r,,,Sep-24,"Produk mantep bgt, sepatunya ringan..",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,r***3,,,Jul-24,Not bad at all,5,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,sartono,,,Oct-24,"sepatu mantap enteng, enak dipake. Respon cepat pengiriman ok,, tks",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,M****,,,Jul-24,"Product kaya reject finishing ga rapih lem masih acak acakan, gila sih kecewa sama product yang menjanjikan ga sesuai harapan",3,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Obetnego,,,Jul-24,"barangnnya bagus aku pakai long run 20km masih enak , ringan",5,1,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,M***g,,,Jul-24,Nyaman di pakai 💪🤝🔥,5,2,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,v***7,,,Dec-24,"Alhamdulillah pengiriman cpt,penjual ramah,produk bgus..makasih",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,s***4,,,Jul-24,"Alhamdulillah barang sesuai pesanan, bagus bgt packing nya.. Puas bgt",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,S****,,,Jul-24,Kerenn. Thx God! Thx Nineten! GOOD JOB!!✨,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,J***i,,,Nov-24,"nyaman dan empuk,",5,1,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,F***F,,,Jul-24,outsole empuk dan ringan..pas di kaki,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,f***7,,,Jul-24,Barang datang dengan cepat  Tggl tes run.terimah kasi 910,4,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,s***2,,,Jan-25,Lem nya gk bersih masih ada bekas2 nya,3,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,m***3,,,Jul-24,Utk proses pengirimin agam sedikit lama,4,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,l***h,,,Jul-24,Ternyata insole uk 41 26.8cm😌,4,0,0
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,S***d,,,Jul-24,Sepatu mantap kak nggak nyesel beli nya,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,R***o,,,Jul-24,Pesan warna hitam orange putih tang dikirim abu toska,1,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,d***.,,,Jul-24,"Alhamdulillah sampai bagus kali, terima kasih 🤲",5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,K***C,,,Oct-24,Sepatu pertama 910 saya...terimakasih sudah saya terima dengan baik🙏👍,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,p***a,,,Nov-24,Bagus banget sepatunya,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Mar-25,Nice untuk easy run,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,A***»,,,Sep-24,Sukaaak bngett,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Made,,,Jul-24,lem di sepatu kurang rapi,3,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,D***e,,,Jul-24,Lem nyh kaga rapih,3,0,-1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,Muhammad,,,Apr-25,mantapp pisan,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Sekeren iniiii 😭😬,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,_***j,,,Jul-24,mantap 👍🏼,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,t***o,,,Jul-24,Mantaps,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T****,,,Jul-24,Mantap  The best pokok nya,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,joel,,,Oct-24,𝗋𝖾𝗌𝗉𝗈𝗇 𝖼𝖾𝗉𝖺𝗍,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,p***a,,,Jul-24,the best👌🏻👌🏻,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,B***t,,,Nov-24,Love the shoes,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,S***v,,,Jul-25,The best  dah itu aja,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,h***k,,,Jan-25,Mantap,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Mantap,5,0,1
910,nineten reishika bolster,sepatu lari,Rp569.905,569905,H****,,,Jul-24,Mantap,5,0,1
